14,火钳刘明
7,火钳刘明
1,上一个刚好是我(）吕布肯定在几百年前就很讲义气(咦汽)(吕布和楚云飞扮演者同一个)
9,曲对币有
84,火钳刘明
7,曲对币有
2,火钳刘明
169,《亮剑》
14,火钳刘明
70,回头 转身 一枪头～tnd（doge）
14,曲对币有
8,曲对币有
7,曲对币有
153,骑兵连！冲锋！
63,看到后面真的是劝学
62,后面真的热血
85,火钳刘明
63,曲对币有怎么听哭了
148,格开币有
56,2000+哈哈哈哈哈哈
64,回头 转身 一枪头～
173,不三连没法收场了啊
165,太刀了
149,我的心在痛
176,冲着这个风格转场，我留这币有何用！
8,省流：《劝学》
0,恭喜你找到了宝藏
37,其实李云龙的横空出世，那部剧里饰演了物理学家
75,火钳刘明
90,哈哈哈哈早期军乐团珍贵影像
11,超爱 晋西北铁三角！
140,和尚啊！意难平呜呜呜
114,泪目，他的结局让我心疼
68,火钳刘明
22,火钳刘明
157,骑兵连!进攻!!!
194,都给我泪目! !
167,看的我流泪，mad，必须三连！！！！！！！！！！！！！！
136,三连三连，这几句歌词必须三连
154,骑兵连！冲锋！
135,笑着看得开头，哭着出去...致敬先烈
41,说的对对对真对哈哈哈哈哈
183,格局有了！！！
173,这两个币必须有！！！！
16,张新成（不是
81,即将开启《劝学篇》诸君请准备好笔记本
70,火钳刘明！
96,曲对币有
190,火钳刘明
93,音乐三大天王:孔明，瓜老板，七师乐团
102,告五人是原唱也能是原告啊哈哈哈哈哈哈哈
76,火钳刘明
21,火钳刘明
156,填词好棒，投币了
174,啊，开始哭了
108,火钳刘明
90,火钳刘明
165,和尚啊，救命突然刀我
80,骑兵连！冲锋！！！！
122,笑容戛然而止 瞬间泪目
176,填词很棒啊
0,一定要看到最后啊！
189,本来以为是下饭的 结果给我整泪目了
91,火钳刘明
155,骑兵连！冲锋！！
2,歌名：学习错过
183,笑着不学习，哭着抱课本
62,火钳刘明
33,巜新概念劝学》
5,刚刷完prrat视频痛苦的不行打开就看到这个哈哈哈哈哈
95,火和避怎么押韵，人家填的躲多好
