63,两年半的时间哈哈哈
80,跟宝强真像哈哈
107,王宝强VS梦泪
104,宝强对面的眼神看着更像坏的
1,太强了！！！
93,卧槽，好厉害
217,助力每一个梦想。
14,恭喜你发现宝藏
6,嘎子(幻视)
91,太像王宝强了吧
31,曲对币有
114,5回手啊～6个6
0,一毛一样！！！太强了
275,叶师傅手都打痛了，哈哈哈
95,我最期待的up主
184,左上角模仿到位哈
59,卡布耶拉踢
92,哈哈哈，好像帕奎奥
174,他们为了三连竟然拍了一部戏，还买了一辆卡车！我哭死
72,因为2年半，投币了
288,一模一样！（打在我卡上）
167,更加真实了，很棒
72,用心程度已经远远超过一个三连了，太棒了
293,王宝强成了替身
295,一模一样，太强啦
86,《嘴哥》！！
102,梦泪哈哈哈哈哈哈哈哈
177,真的厉害 太强了！
288,太牛了，投两个币鼓励支持
83,宝强哥，你的普通话怎么变好了（狗头）
184,才发现左上角原版
99,对面的是梦泪吗
115,哈哈哈哈哈嘴哥
287,超越原创（doge
108,王宝强本强，哈哈
138,真的好像王宝强
100,up主真好，把模仿放左上角doge
62,两年半！！！！暗藏玄只因
80,宝强的武替啊！
62,《关于我关注的up都是小黑子这件事》
124,卧槽太帅了！！！
122,真像王宝强
157,现在才发现  宝强的动作可以模仿，眼神却难以超越
290,确实
293,一毛一样
291,完美
294,我怎么敢打你脸上的，跪着求您收了
291,牛逼
297,一模一样
174,牛皮
295,一模一样
166,车什么牌子的
196,真的有感觉
176,牛逼卧槽
27,托尼，我出来了
291,一模一样！！！！
296,一模一样
296,一毛一样
293,6666666
9,太牛逼了
288,一模一样
267,交警:以呼叫直升机炮手
287,一模一样
3,一模一样
295,一毛一样
296,一模一样
57,小鸡子，漏出黑脚了
293,一模一样
294,一模一样
103,打戏厉害，底子厚，这演技更是绝了
292,一模一样
92,货车拉大件货的
292,一模一样
297,一模一样
191,厉害厉害
33,太强辣
292,一模一样
289,一模一样
293,一模一样
292,打不过
295,一摸一样
292,一模一样
289,一模一样
6,ろく
290,666
288,一模一样
295,一模一样
287,一模一样
291,牛
10,真说安排就安排！
288,一模一样！
262,这运镜都一模一样，为何能如此完美！
294,牛的
290,太牛了
292,牛逼
89,关键是长得跟王宝强也一模一样啊
68,选231的给我叉出去
100,眼睛干不干?
291,一模一样
288,一模一样
288,一模一样
291,你的脸上
15,厉害啊
141,一模一样
257,这一脚力量感十足
204,太牛了
279,全场最佳～平底锅～～
292,一模一样
143,封路？我需要问问警察叔叔知不知道
91,我麻了呀
289,一模一样
289,一毛一样
139,乌鸦哥大战封于修
294,N  B
7,我想投十个币！！！
292,一模一样
8,平底锅出戏
287,一摸一样
92,细节：抱拳时左手在上表示分生死
172,牛皮
55,暗藏玄只因
289,一模一样
295,一模一样
47,三连完毕
297,一模一样
286,打你脸上你还手怎么办，那就算互殴辣
294,一模一样
297,一模一样
294,可惜我没硬币了
295,一模一样
287,一模一样
290,一模一样
10,一模一样
150,这个可以牛逼
164,nb
293,牛逼
294,一模一样
187,？？？
105,这眼神杀气好重
295,一模一样
290,一模一样！！！
43,封面表情跟宝强老师一模一样了
293,一模一样
248,你以为我们的人民警察会怕你们的花里胡哨吗？
0,一模一样，辛苦了
296,牛批，真的一模一样
51,巴西战舞
291,一模一样
292,厉害
141,车表示很疼
288,一模一样
96,nb
292,一模一样。
50,你怎么努力也没用，你始终是替身
190,WSAD啊！！！
199,你个老六
194,玩真的呀
126,不错
294,一模一样
287,一模一样
293,一模一样
68,2.5年啊小黑子
61,小黑子
48,了不起
134,左上角的高仿真像原片
293,一模一样
294,一模多样
65,两年半好评
52,蝎子摆尾
161,真踹啊，脚不疼吗？
291,一模一样
293,打给你了
297,太厉害了
297,一模一样
3,某音查，内蒙古工业大学，谢谢
113,这个项目我投了
293,一模一样
291,一模一样
293,一模一样
287,哈哈哈哈哈哈
93,酱紫剪?
225,必须投币，制作不易！良心
295,一模一样
0,一毛一样
54,呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜
10,一模一样张全蛋
291,一模一样张全蛋
277,好像张全蛋
289,一模一样
16,最后不过瘾，没上脸
287,一模一样
113,这个王宝强是真的像
293,可以
58,漏鸡脚了吧，小黑子
110,好想笑
293,一模一样
289,一模一样
101,高配王宝强
288,一模一样
63,哥，刚才外面人多，在下封于修
2,友情提示 不要拿原片来糊弄观众
288,一模一样
289,牛逼
31,我要打10个！！！
125,左手抱拳是礼让 右手抱拳是打死你
20,我靠这也太真了
288,一模一样
283,有点猛了 三连怎么办 给吧
291,一模一样
169,半挂， 你两让我开起来再拍
105,长时间瞪眼居然不流眼泪啊
291,一模一样
279,这锅相当于几级头来着？
43,西狗
297,已经三联了
295,一模一样
249,武打替身哪有做up主自由
86,本色出演
292,一模一样
294,一毛一样
170,这个大车公司给多钱
296,一摸一样呢
293,让你模仿没让你超越
295,一模一样
205,太厉害了！
290,针不戳
289,一模一样
293,一模一样
2,打在锅上
291,一模一样！
294,一模一样
293,一模一样
297,一模一样
291,一摸一样
61,两年半鸡都会跳舞了，你们才差不多掌握技巧？doge
4,一模一样
295,一模一样
103,是一种巴西战舞的动作，李连杰的精武门里有过
291,一模一样
103,果然有人同感，像帕奎奥
293,一模一样
226,雀实牛逼
290,一模一样
293,一模一样
11,一模一样打在我脸上
230,我爸问我为什么跪着看视频，他看了亿眼和我一起—————跪了。
292,一模一样
289,真好‘’
297,一模一样
78,好像细狗
46,细狗
287,太帅了
295,一模一样
280,不讲武德
288,一毛一样
2,第一眼看成嘴哥
291,卡车演的最像
286,牛逼
297,还是锅厉害
291,yimoyiyang
61,又一个小黑子漏出了鸡脚
17,封面嘴哥
5,这不易烊千玺吗
288,一模一样
289,一模一样
108,这表情，比黄宝强更狰狞...666
84,我擦，还真以为是黄宝强
111,流弊！！！
291,一模一样
149,仁科吧这是
290,一模一样
288,一模一样
288,一模一样
292,牛壁
292,一模一样
286,简直了，不火没道理啊
113,哈哈
296,打在你脸上
231,牛皮
288,一模一样
92,6666
296,[ohhhhh]
294,一模一样！！！
291,一模一样
291,牛逼
16,牛批
65,只因只因
9,林家栋快签他
289,一模一样
293,一模一样
285,牛逼！
293,一模一样
293,一模一样
290,一模一样，牛逼
109,比嘴哥帅多了好吧~_~
288,一模一样
296,一模一样
98,GAI哥
106,GAI哥
36,我也以为是嘴哥
292,一模一样
51,开龙脊
167,摄影师牛逼！
159,汽车：为什么受伤的总是我
293,一模一样
