424,我都怕他这个视频转着转着鸽子突然掉了hhh
47,我去，硬币比点赞高！
18,《45度》（悲
410,[ohhhhhhhhh]
91,《百万硬币》
413,抽奖（doge)
69,一百多万硬币？？？
16,哇靠，我现在才注意到有一百万投币！
437,成本上万块的巧克力做好了
379,硬币比点赞多系列
427,我真的哭死，他为了这棵树，甚至还做了一些果实
376,投币止损
106,树枝666()
69,现在是20:58
68,第一次见到硬币比赞多的救命（
68,第一次见到硬币比赞多的救命（
41,100多万个币呀！
58,都一百万了哈哈哈哈哈哈或
389,币比赞多系列！
466,我觉得，其实巧克力中间加根筋会牢很多
388,太强了！！！！
2,我从来没见过币比赞多，而且硬币过百万的
163,卧槽早了哈哈哈哈
14,《97万赞，105万投币》
435,[oh]
448,碎了一地可以炫的边角料
89,百万硬币！！！
206,哈哈哈哈哈哈哈哈没忍住
65,98.6万就离谱，头一次看这么高的投币量
403,鸽了一个月的树
429,[ohhhhhhhhh]
63,助力每一个梦想
431,[ohhhhhhhhh]
430,[ohhhhhhhhh]
98,头一次看到投币数超过点赞数（离谱）
73,截止此时94.9万硬币
395,投了两币希望早日回本
476,長年手腳冰冷揮手（不過據說我這可能是有些...虛...臉紅）
67,94w了哈哈哈哈哈
21,凝固 回复 再结晶(doge)
76,目前：93.3W硬币
279,雾化了（幻听）
182,没事，加点502又是一块好木头（误）
116,嗯呜呜呜呜呜呜呜9
389,头一次见到投币比点赞多
370,《鸽了一个月的肝子》
165,坏消息：巧克力树干断开了  好消息：就算断开了也很像树干
247,大佬：我也没想过有人会用纯巧克力啊！
401,这时候如果再断你们真的会哭死(doge
87,还是水龙头里流巧克力方便（doge）
412,你憋拍手我怕它掉！
59,助力每一个不知死活的梦想（doge)
164,加点头皮屑在巧克力里（bushi）
409,你是我的B站神中神！！！
164,加入头皮屑（doge）
434,[( ohh)]
20,好家伙第1次见币比赞还多
374,投币止损
10,《101.1万硬币》当然我也给了！
402,小王好美
14,出现了硬币比赞多 ！！！
25,硬币比点赞多系列(^～^)
139,真不错(≧∇≦*)像我这种爱吃巧克力的人，也想安排一个
435,[ohhhhhhhhh]
271,树枝：你
305,是真鸽子不配站在巧克力树上吗（doge）
169,[前方高能]
166,[前方高能]
435,[ohh]
440,[ohh]
294,中生代山谷的别走，我现在还没解谜成功呢，两周了
35,梦色糕点师！！
282,这样会更好吃吗？不会，会更贵！
184,做空心的啊
8,《家中常备》
425,还能吃吗
433,[ohhhh]
122,玩泥巴即视感
424,[ohh]
174,[ohh]
88,106万投币
445,[ohh]
429,下次一定
434,[OHH]
253,[ohhhh]
433,[ohh]
171,[ohhhh]
28,0000
438,[ohhh]
170,[ohhhh]
168,[hooo]
437,[Ohhhh]
446,[ohh]
435,[ohh]
419,[ohh]
445,还能吃吗
450,[ohh]
170,我以为是老鼠
170,[ohh]
233,黄曲霉菌：感谢大自然的馈赠
438,[ohhh]
440,[ohh]
